ID,Timestamp,,Car_count,compare_left,compare_opp,compare_right,predicted_count,decision,
77,23-09-2020 01:16,,7,1,-1,1,,,
78,23-09-2020 01:17,,8,1,1,-1,,,
79,23-09-2020 01:18,,8,-1,1,1,,,
80,23-09-2020 01:19,,6,1,-1,1,,,
81,23-09-2020 01:20,,6,1,1,-1,,,
82,23-09-2020 01:21,,4,-1,1,1,,,
83,23-09-2020 01:22,,4,1,-1,1,,,
84,23-09-2020 01:23,,4,1,1,-1,,,
85,23-09-2020 01:24,,4,-1,1,1,,,
86,23-09-2020 01:25,,4,1,-1,1,,,
87,23-09-2020 01:26,,5,1,1,-1,,,
88,23-09-2020 01:27,,5,-1,1,1,,,
89,23-09-2020 01:28,,3,1,-1,1,,,
90,23-09-2020 01:29,,3,1,1,-1,,,
91,23-09-2020 01:30,,3,-1,1,1,,,
92,23-09-2020 01:31,,3,1,-1,1,,,
93,23-09-2020 01:32,,2,1,1,-1,,,
94,23-09-2020 01:33,,2,-1,1,1,,,
95,23-09-2020 01:34,,2,1,-1,1,,,
96,23-09-2020 01:35,,2,1,1,-1,,,
97,23-09-2020 01:36,,5,-1,1,1,,,
98,23-09-2020 01:37,,5,1,-1,1,,,
99,23-09-2020 01:38,,5,1,1,-1,,,
100,23-09-2020 01:39,,6,-1,1,1,,,
101,23-09-2020 01:40,,6,1,-1,1,,,
102,23-09-2020 01:41,,6,1,1,-1,,,
103,23-09-2020 01:42,,7,-1,1,1,,,
104,23-09-2020 01:43,,5,1,-1,1,,,
105,23-09-2020 01:44,,5,1,1,-1,,,
106,23-09-2020 01:45,,5,-1,1,1,,,
107,23-09-2020 01:46,,5,1,-1,1,,,
108,23-09-2020 01:47,,4,1,1,-1,,,
109,23-09-2020 01:48,,4,-1,1,1,,,
110,23-09-2020 01:49,,3,1,-1,1,,,
111,23-09-2020 01:50,,3,1,1,-1,,,
112,23-09-2020 01:51,,3,-1,1,1,,,
113,23-09-2020 01:52,,3,1,-1,1,,,
114,23-09-2020 01:53,,3,1,1,-1,,,
115,23-09-2020 01:54,,6,-1,1,1,,,
116,23-09-2020 01:55,,6,1,-1,1,,,
117,23-09-2020 01:56,,6,1,1,-1,,,
118,23-09-2020 01:57,,6,-1,1,1,,,
119,23-09-2020 01:58,,6,1,-1,1,,,
120,23-09-2020 01:59,,6,1,1,-1,,,
121,23-09-2020 02:00,,2,-1,1,1,,,
122,23-09-2020 02:01,,2,1,-1,1,,,
123,23-09-2020 02:02,,2,1,1,-1,,,
124,23-09-2020 02:03,,3,-1,1,1,,,
125,23-09-2020 02:04,,3,1,-1,1,,,
126,23-09-2020 02:05,,3,1,1,-1,,,
127,23-09-2020 02:06,,3,-1,1,1,,,
128,23-09-2020 02:07,,3,1,-1,1,,,
129,23-09-2020 02:08,,5,1,1,-1,,,
130,23-09-2020 02:09,,5,-1,1,1,,,
131,23-09-2020 02:10,,5,1,-1,1,,,
132,23-09-2020 02:11,,5,1,1,-1,,,
133,23-09-2020 02:12,,5,-1,1,1,,,
134,23-09-2020 02:13,,6,1,-1,1,,,
135,23-09-2020 02:14,,7,1,1,-1,,,
136,23-09-2020 02:15,,7,-1,1,1,,,
137,23-09-2020 02:16,,7,1,-1,1,,,
138,23-09-2020 02:17,,8,1,1,-1,,,
139,23-09-2020 02:18,,8,-1,1,1,,,
140,23-09-2020 02:19,,6,1,-1,1,,,
141,23-09-2020 02:20,,6,1,1,-1,,,
142,23-09-2020 02:21,,4,-1,1,1,,,
143,23-09-2020 02:22,,4,1,-1,1,,,
144,23-09-2020 02:23,,4,1,1,-1,,,
145,23-09-2020 02:24,,4,-1,1,1,,,
146,23-09-2020 02:25,,4,1,-1,1,,,
147,23-09-2020 02:26,,5,1,1,-1,,,
148,23-09-2020 02:27,,5,-1,1,1,,,
149,23-09-2020 02:28,,3,1,-1,1,,,
150,23-09-2020 02:29,,3,1,1,-1,,,
151,23-09-2020 02:30,,3,-1,1,1,,,
152,23-09-2020 02:31,,3,1,-1,1,,,
153,23-09-2020 02:32,,2,1,1,-1,,,
154,23-09-2020 02:33,,2,-1,1,1,,,
155,23-09-2020 02:34,,2,1,-1,1,,,
156,23-09-2020 02:35,,2,1,1,-1,,,
157,23-09-2020 02:36,,5,-1,1,1,,,
158,23-09-2020 02:37,,5,1,-1,1,,,
159,23-09-2020 02:38,,5,1,1,-1,,,
160,23-09-2020 02:39,,6,-1,1,1,,,
161,23-09-2020 02:40,,6,1,-1,1,,,
162,23-09-2020 02:41,,6,1,1,-1,,,
163,23-09-2020 02:42,,7,-1,1,1,,,
164,23-09-2020 02:43,,5,1,-1,1,,,
165,23-09-2020 02:44,,5,1,1,-1,,,
166,23-09-2020 02:45,,5,-1,1,1,,,
167,23-09-2020 02:46,,5,1,-1,1,,,
168,23-09-2020 02:47,,4,1,1,-1,,,
169,23-09-2020 02:48,,4,-1,1,1,,,
170,23-09-2020 02:49,,3,1,-1,1,,,
171,23-09-2020 02:50,,3,1,1,-1,,,
172,23-09-2020 02:51,,3,-1,1,1,,,
173,23-09-2020 02:52,,3,1,-1,1,,,
174,23-09-2020 02:53,,3,1,1,-1,,,
175,23-09-2020 02:54,,6,-1,1,1,,,
176,23-09-2020 02:55,,6,1,-1,1,,,
177,23-09-2020 02:56,,6,1,1,-1,,,
178,23-09-2020 02:57,,6,-1,1,1,,,
179,23-09-2020 02:58,,6,1,-1,1,,,
180,23-09-2020 02:59,,6,1,1,-1,,,
181,23-09-2020 03:00,,2,-1,1,1,,,
182,23-09-2020 03:01,,2,1,-1,1,,,
183,23-09-2020 03:02,,2,1,1,-1,,,
184,23-09-2020 03:03,,3,-1,1,1,,,
185,23-09-2020 03:04,,3,1,-1,1,,,
186,23-09-2020 03:05,,3,1,1,-1,,,
187,23-09-2020 03:06,,3,-1,1,1,,,
188,23-09-2020 03:07,,3,1,-1,1,,,
189,23-09-2020 03:08,,5,1,1,-1,,,
190,23-09-2020 03:09,,5,-1,1,1,,,
191,23-09-2020 03:10,,5,1,-1,1,,,
192,23-09-2020 03:11,,5,1,1,-1,,,
193,23-09-2020 03:12,,5,-1,1,1,,,
194,23-09-2020 03:13,,6,1,-1,1,,,
195,23-09-2020 03:14,,7,1,1,-1,,,
196,23-09-2020 03:15,,7,-1,1,1,,,
197,23-09-2020 03:16,,7,1,-1,1,,,
198,23-09-2020 03:17,,8,1,1,-1,,,
199,23-09-2020 03:18,,8,-1,1,1,,,
200,23-09-2020 03:19,,6,1,-1,1,,,
201,23-09-2020 03:20,,6,1,1,-1,,,
202,23-09-2020 03:21,,4,-1,1,1,,,
203,23-09-2020 03:22,,4,1,-1,1,,,
204,23-09-2020 03:23,,4,1,1,-1,,,
205,23-09-2020 03:24,,4,-1,1,1,,,
206,23-09-2020 03:25,,4,1,-1,1,,,
207,23-09-2020 03:26,,5,1,1,-1,,,
208,23-09-2020 03:27,,5,-1,1,1,,,
209,23-09-2020 03:28,,3,1,-1,1,,,
210,23-09-2020 03:29,,3,1,1,-1,,,
211,23-09-2020 03:30,,3,-1,1,1,,,
212,23-09-2020 03:31,,3,1,-1,1,,,
213,23-09-2020 03:32,,2,1,1,-1,,,
214,23-09-2020 03:33,,2,-1,1,1,,,
215,23-09-2020 03:34,,2,1,-1,1,,,
216,23-09-2020 03:35,,2,1,1,-1,,,
217,23-09-2020 03:36,,5,-1,1,1,,,
218,23-09-2020 03:37,,5,1,-1,1,,,
219,23-09-2020 03:38,,5,1,1,-1,,,
220,23-09-2020 03:39,,6,-1,1,1,,,
221,23-09-2020 03:40,,6,1,-1,1,,,
222,23-09-2020 03:41,,6,1,1,-1,,,
223,23-09-2020 03:42,,7,-1,1,1,,,
224,23-09-2020 03:43,,5,1,-1,1,,,
225,23-09-2020 03:44,,5,1,1,-1,,,
226,23-09-2020 03:45,,5,-1,1,1,,,
227,23-09-2020 03:46,,5,1,-1,1,,,
228,23-09-2020 03:47,,4,1,1,-1,,,
229,23-09-2020 03:48,,4,-1,1,1,,,
230,23-09-2020 03:49,,3,1,-1,1,,,
231,23-09-2020 03:50,,3,1,1,-1,,,
232,23-09-2020 03:51,,3,-1,1,1,,,
233,23-09-2020 03:52,,3,1,-1,1,,,
234,23-09-2020 03:53,,3,1,1,-1,,,
235,23-09-2020 03:54,,6,-1,1,1,,,
236,23-09-2020 03:55,,6,1,-1,1,,,
237,23-09-2020 03:56,,6,1,1,-1,,,
238,23-09-2020 03:57,,6,-1,1,1,,,
239,23-09-2020 03:58,,6,1,-1,1,,,
240,23-09-2020 03:59,,6,1,1,-1,,,
241,23-09-2020 04:00,,2,-1,1,1,,,
242,23-09-2020 04:01,,2,1,-1,1,,,
243,23-09-2020 04:02,,2,1,1,-1,,,
244,23-09-2020 04:03,,3,-1,1,1,,,
245,23-09-2020 04:04,,3,1,-1,1,,,
246,23-09-2020 04:05,,3,1,1,-1,,,
247,23-09-2020 04:06,,3,-1,1,1,,,
248,23-09-2020 04:07,,3,1,-1,1,,,
249,23-09-2020 04:08,,5,1,1,-1,,,
250,23-09-2020 04:09,,5,-1,1,1,,,
251,23-09-2020 04:10,,5,1,-1,1,,,
252,23-09-2020 04:11,,5,1,1,-1,,,
253,23-09-2020 04:12,,5,-1,1,1,,,
254,23-09-2020 04:13,,6,1,-1,1,,,
255,23-09-2020 04:14,,7,1,1,-1,,,
256,23-09-2020 04:15,,7,-1,1,1,,,
257,23-09-2020 04:16,,7,1,-1,1,,,
258,23-09-2020 04:17,,8,1,1,-1,,,
259,23-09-2020 04:18,,8,-1,1,1,,,
260,23-09-2020 04:19,,6,1,-1,1,,,
261,23-09-2020 04:20,,6,1,1,-1,,,
262,23-09-2020 04:21,,4,-1,1,1,,,
263,23-09-2020 04:22,,4,1,-1,1,,,
264,23-09-2020 04:23,,4,1,1,-1,,,
265,23-09-2020 04:24,,4,-1,1,1,,,
266,23-09-2020 04:25,,4,1,-1,1,,,
267,23-09-2020 04:26,,5,1,1,-1,,,
268,23-09-2020 04:27,,5,-1,1,1,,,
269,23-09-2020 04:28,,3,1,-1,1,,,
270,23-09-2020 04:29,,3,1,1,-1,,,
271,23-09-2020 04:30,,3,-1,1,1,,,
272,23-09-2020 04:31,,3,1,-1,1,,,
273,23-09-2020 04:32,,2,1,1,-1,,,
274,23-09-2020 04:33,,2,-1,1,1,,,
275,23-09-2020 04:34,,2,1,-1,1,,,
276,23-09-2020 04:35,,2,1,1,-1,,,
277,23-09-2020 04:36,,5,-1,1,1,,,
278,23-09-2020 04:37,,5,1,-1,1,,,
279,23-09-2020 04:38,,5,1,1,-1,,,
280,23-09-2020 04:39,,6,-1,1,1,,,
281,23-09-2020 04:40,,6,1,-1,1,,,
282,23-09-2020 04:41,,6,1,1,-1,,,
283,23-09-2020 04:42,,7,-1,1,1,,,
284,23-09-2020 04:43,,5,1,-1,1,,,
285,23-09-2020 04:44,,5,1,1,-1,,,
286,23-09-2020 04:45,,5,-1,1,1,,,
287,23-09-2020 04:46,,5,1,-1,1,,,
288,23-09-2020 04:47,,4,1,1,-1,,,
289,23-09-2020 04:48,,4,-1,1,1,,,
290,23-09-2020 04:49,,3,1,-1,1,,,
291,23-09-2020 04:50,,3,1,1,-1,,,
292,23-09-2020 04:51,,3,-1,1,1,,,
293,23-09-2020 04:52,,3,1,-1,1,,,
294,23-09-2020 04:53,,3,1,1,-1,,,
295,23-09-2020 04:54,,6,-1,1,1,,,
296,23-09-2020 04:55,,6,1,-1,1,,,
297,23-09-2020 04:56,,6,1,1,-1,,,
298,23-09-2020 04:57,,6,-1,1,1,,,
299,23-09-2020 04:58,,6,1,-1,1,,,
300,23-09-2020 04:59,,7,1,1,-1,,,
301,23-09-2020 05:00,,7,-1,1,1,,,
302,23-09-2020 05:01,,7,1,-1,1,,,
303,23-09-2020 05:02,,7,1,1,-1,,,
304,23-09-2020 05:03,,8,-1,1,1,,,
305,23-09-2020 05:04,,8,1,-1,1,,,
306,23-09-2020 05:05,,8,1,1,-1,,,
307,23-09-2020 05:06,,9,-1,1,1,,,
308,23-09-2020 05:07,,9,1,-1,1,,,
309,23-09-2020 05:08,,10,1,1,-1,,,
310,23-09-2020 05:09,,8,-1,1,1,,,
311,23-09-2020 05:10,,9,1,-1,1,,,
312,23-09-2020 05:11,,8,1,1,-1,,,
313,23-09-2020 05:12,,7,-1,1,1,,,
314,23-09-2020 05:13,,5,1,-1,1,,,
315,23-09-2020 05:14,,9,1,1,-1,,,
316,23-09-2020 05:15,,10,-1,1,1,,,
317,23-09-2020 05:16,,6,1,-1,1,,,
318,23-09-2020 05:17,,9,1,1,-1,,,
319,23-09-2020 05:18,,8,-1,1,1,,,
320,23-09-2020 05:19,,9,1,-1,1,,,
321,23-09-2020 05:20,,5,1,1,-1,,,
322,23-09-2020 05:21,,5,-1,1,1,,,
323,23-09-2020 05:22,,10,1,-1,1,,,
324,23-09-2020 05:23,,6,1,1,-1,,,
325,23-09-2020 05:24,,8,-1,1,1,,,
326,23-09-2020 05:25,,8,1,-1,1,,,
327,23-09-2020 05:26,,7,1,1,-1,,,
328,23-09-2020 05:27,,7,-1,1,1,,,
329,23-09-2020 05:28,,9,1,-1,1,,,
330,23-09-2020 05:29,,9,1,1,-1,,,
331,23-09-2020 05:30,,8,-1,1,1,,,
332,23-09-2020 05:31,,8,1,-1,1,,,
333,23-09-2020 05:32,,9,1,1,-1,,,
334,23-09-2020 05:33,,5,-1,1,1,,,
335,23-09-2020 05:34,,8,1,-1,1,,,
336,23-09-2020 05:35,,9,1,1,-1,,,
337,23-09-2020 05:36,,5,-1,1,1,,,
338,23-09-2020 05:37,,8,1,-1,1,,,
339,23-09-2020 05:38,,5,1,1,-1,,,
340,23-09-2020 05:39,,5,-1,1,1,,,
341,23-09-2020 05:40,,9,1,-1,1,,,
342,23-09-2020 05:41,,5,1,1,-1,,,
343,23-09-2020 05:42,,10,-1,1,1,,,
344,23-09-2020 05:43,,9,1,-1,1,,,
345,23-09-2020 05:44,,10,1,1,-1,,,
346,23-09-2020 05:45,,5,-1,1,1,,,
347,23-09-2020 05:46,,9,1,-1,1,,,
348,23-09-2020 05:47,,6,1,1,-1,,,
349,23-09-2020 05:48,,9,-1,1,1,,,
350,23-09-2020 05:49,,9,1,-1,1,,,
351,23-09-2020 05:50,,8,1,1,-1,,,
352,23-09-2020 05:51,,7,-1,1,1,,,
353,23-09-2020 05:52,,9,1,-1,1,,,
354,23-09-2020 05:53,,8,1,1,-1,,,
355,23-09-2020 05:54,,5,-1,1,1,,,
356,23-09-2020 05:55,,6,1,-1,1,,,
357,23-09-2020 05:56,,9,1,1,-1,,,
358,23-09-2020 05:57,,10,-1,1,1,,,
359,23-09-2020 05:58,,8,1,-1,1,,,
360,23-09-2020 05:59,,6,1,1,-1,,,
361,23-09-2020 06:00,,8,-1,1,1,,,
362,23-09-2020 06:01,,5,1,-1,1,,,
363,23-09-2020 06:02,,5,1,1,-1,,,
364,23-09-2020 06:03,,6,-1,1,1,,,
365,23-09-2020 06:04,,8,1,-1,1,,,
366,23-09-2020 06:05,,7,1,1,-1,,,
367,23-09-2020 06:06,,5,-1,1,1,,,
368,23-09-2020 06:07,,8,1,-1,1,,,
369,23-09-2020 06:08,,9,1,1,-1,,,
370,23-09-2020 06:09,,8,-1,1,1,,,
371,23-09-2020 06:10,,10,1,-1,1,,,
372,23-09-2020 06:11,,9,1,1,-1,,,
373,23-09-2020 06:12,,8,-1,1,1,,,
374,23-09-2020 06:13,,12,1,-1,1,,,
375,23-09-2020 06:14,,8,1,1,-1,,,
376,23-09-2020 06:15,,10,-1,1,1,,,
377,23-09-2020 06:16,,9,1,-1,1,,,
378,23-09-2020 06:17,,12,1,1,-1,,,
379,23-09-2020 06:18,,9,-1,1,1,,,
380,23-09-2020 06:19,,12,1,-1,1,,,
381,23-09-2020 06:20,,12,1,1,-1,,,
382,23-09-2020 06:21,,10,-1,1,1,,,
383,23-09-2020 06:22,,12,1,-1,1,,,
384,23-09-2020 06:23,,12,1,1,-1,,,
385,23-09-2020 06:24,,10,-1,1,1,,,
386,23-09-2020 06:25,,10,1,-1,1,,,
387,23-09-2020 06:26,,9,1,1,-1,,,
388,23-09-2020 06:27,,12,-1,1,1,,,
389,23-09-2020 06:28,,11,1,-1,1,,,
390,23-09-2020 06:29,,11,1,1,-1,,,
391,23-09-2020 06:30,,8,-1,1,1,,,
392,23-09-2020 06:31,,11,1,-1,1,,,
393,23-09-2020 06:32,,10,1,1,-1,,,
394,23-09-2020 06:33,,11,-1,1,1,,,
395,23-09-2020 06:34,,12,1,-1,1,,,
396,23-09-2020 06:35,,12,1,1,-1,,,
397,23-09-2020 06:36,,8,-1,1,1,,,
398,23-09-2020 06:37,,12,1,-1,1,,,
399,23-09-2020 06:38,,11,1,1,-1,,,
400,23-09-2020 06:39,,10,-1,1,1,,,
401,23-09-2020 06:40,,10,1,-1,1,,,
402,23-09-2020 06:41,,11,1,1,-1,,,
403,23-09-2020 06:42,,8,-1,1,1,,,
404,23-09-2020 06:43,,8,1,-1,1,,,
405,23-09-2020 06:44,,8,1,1,-1,,,
406,23-09-2020 06:45,,11,-1,1,1,,,
407,23-09-2020 06:46,,9,1,-1,1,,,
408,23-09-2020 06:47,,10,1,1,-1,,,
409,23-09-2020 06:48,,11,-1,1,1,,,
410,23-09-2020 06:49,,8,1,-1,1,,,
411,23-09-2020 06:50,,8,1,1,-1,,,
412,23-09-2020 06:51,,11,-1,1,1,,,
413,23-09-2020 06:52,,12,1,-1,1,,,
414,23-09-2020 06:53,,10,1,1,-1,,,
415,23-09-2020 06:54,,9,-1,1,1,,,
416,23-09-2020 06:55,,11,1,-1,1,,,
417,23-09-2020 06:56,,10,1,1,-1,,,
418,23-09-2020 06:57,,8,-1,1,1,,,
419,23-09-2020 06:58,,10,1,-1,1,,,
420,23-09-2020 06:59,,9,1,1,-1,,,
421,23-09-2020 07:00,,12,-1,1,1,,,
422,23-09-2020 07:01,,11,1,-1,1,,,
423,23-09-2020 07:02,,10,1,1,-1,,,
424,23-09-2020 07:03,,9,-1,1,1,,,
425,23-09-2020 07:04,,8,1,-1,1,,,
426,23-09-2020 07:05,,10,1,1,-1,,,
427,23-09-2020 07:06,,8,-1,1,1,,,
428,23-09-2020 07:07,,9,1,-1,1,,,
429,23-09-2020 07:08,,12,1,1,-1,,,
430,23-09-2020 07:09,,11,-1,1,1,,,
431,23-09-2020 07:10,,12,1,-1,1,,,
432,23-09-2020 07:11,,8,1,1,-1,,,
433,23-09-2020 07:12,,10,-1,1,1,,,
434,23-09-2020 07:13,,8,1,-1,1,,,
435,23-09-2020 07:14,,11,1,1,-1,,,
436,23-09-2020 07:15,,12,-1,1,1,,,
437,23-09-2020 07:16,,9,1,-1,1,,,
438,23-09-2020 07:17,,10,1,1,-1,,,
439,23-09-2020 07:18,,10,-1,1,1,,,
440,23-09-2020 07:19,,9,1,-1,1,,,
441,23-09-2020 07:20,,8,1,1,-1,,,
442,23-09-2020 07:21,,9,-1,1,1,,,
443,23-09-2020 07:22,,9,1,-1,1,,,
444,23-09-2020 07:23,,9,1,1,-1,,,
445,23-09-2020 07:24,,9,-1,1,1,,,
446,23-09-2020 07:25,,12,1,-1,1,,,
447,23-09-2020 07:26,,11,1,1,-1,,,
448,23-09-2020 07:27,,10,-1,1,1,,,
449,23-09-2020 07:28,,9,1,-1,1,,,
450,23-09-2020 07:29,,11,1,1,-1,,,
451,23-09-2020 07:30,,8,-1,1,1,,,
452,23-09-2020 07:31,,8,1,-1,1,,,
453,23-09-2020 07:32,,12,1,1,-1,,,
454,23-09-2020 07:33,,11,-1,1,1,,,
455,23-09-2020 07:34,,12,1,-1,1,,,
456,23-09-2020 07:35,,12,1,1,-1,,,
457,23-09-2020 07:36,,10,-1,1,1,,,
458,23-09-2020 07:37,,11,1,-1,1,,,
459,23-09-2020 07:38,,11,1,1,-1,,,
460,23-09-2020 07:39,,10,-1,1,1,,,
461,23-09-2020 07:40,,9,1,-1,1,,,
462,23-09-2020 07:41,,8,1,1,-1,,,
463,23-09-2020 07:42,,11,-1,1,1,,,
464,23-09-2020 07:43,,12,1,-1,1,,,
465,23-09-2020 07:44,,12,1,1,-1,,,
466,23-09-2020 07:45,,11,-1,1,1,,,
467,23-09-2020 07:46,,12,1,-1,1,,,
468,23-09-2020 07:47,,11,1,1,-1,,,
469,23-09-2020 07:48,,9,-1,1,1,,,
470,23-09-2020 07:49,,11,1,-1,1,,,
471,23-09-2020 07:50,,8,1,1,-1,,,
472,23-09-2020 07:51,,9,-1,1,1,,,
473,23-09-2020 07:52,,12,1,-1,1,,,
474,23-09-2020 07:53,,8,1,1,-1,,,
475,23-09-2020 07:54,,12,-1,1,1,,,
476,23-09-2020 07:55,,12,1,-1,1,,,
477,23-09-2020 07:56,,9,1,1,-1,,,
478,23-09-2020 07:57,,12,-1,1,1,,,
479,23-09-2020 07:58,,11,1,-1,1,,,
480,23-09-2020 07:59,,10,1,1,-1,,,
481,23-09-2020 08:00,,18,-1,1,1,,,
482,23-09-2020 08:01,,14,1,-1,1,,,
483,23-09-2020 08:02,,14,1,1,-1,,,
484,23-09-2020 08:03,,10,-1,1,1,,,
485,23-09-2020 08:04,,15,1,-1,1,,,
486,23-09-2020 08:05,,18,1,1,-1,,,
487,23-09-2020 08:06,,18,-1,1,1,,,
488,23-09-2020 08:07,,10,1,-1,1,,,
489,23-09-2020 08:08,,18,1,1,-1,,,
490,23-09-2020 08:09,,13,-1,1,1,,,
491,23-09-2020 08:10,,14,1,-1,1,,,
492,23-09-2020 08:11,,11,1,1,-1,,,
493,23-09-2020 08:12,,10,-1,1,1,,,
494,23-09-2020 08:13,,11,1,-1,1,,,
495,23-09-2020 08:14,,14,1,1,-1,,,
496,23-09-2020 08:15,,17,-1,1,1,,,
497,23-09-2020 08:16,,17,1,-1,1,,,
498,23-09-2020 08:17,,11,1,1,-1,,,
499,23-09-2020 08:18,,10,-1,1,1,,,
500,23-09-2020 08:19,,18,1,-1,1,,,
501,23-09-2020 08:20,,13,1,1,-1,,,
502,23-09-2020 08:21,,14,-1,1,1,,,
503,23-09-2020 08:22,,12,1,-1,1,,,
504,23-09-2020 08:23,,11,1,1,-1,,,
505,23-09-2020 08:24,,17,-1,1,1,,,
506,23-09-2020 08:25,,11,1,-1,1,,,
507,23-09-2020 08:26,,13,1,1,-1,,,
508,23-09-2020 08:27,,13,-1,1,1,,,
509,23-09-2020 08:28,,14,1,-1,1,,,
510,23-09-2020 08:29,,15,1,1,-1,,,
511,23-09-2020 08:30,,13,-1,1,1,,,
512,23-09-2020 08:31,,14,1,-1,1,,,
513,23-09-2020 08:32,,14,1,1,-1,,,
514,23-09-2020 08:33,,11,-1,1,1,,,
515,23-09-2020 08:34,,15,1,-1,1,,,
516,23-09-2020 08:35,,15,1,1,-1,,,
517,23-09-2020 08:36,,17,-1,1,1,,,
518,23-09-2020 08:37,,17,1,-1,1,,,
519,23-09-2020 08:38,,12,1,1,-1,,,
520,23-09-2020 08:39,,12,-1,1,1,,,
521,23-09-2020 08:40,,12,1,-1,1,,,
522,23-09-2020 08:41,,18,1,1,-1,,,
523,23-09-2020 08:42,,16,-1,1,1,,,
524,23-09-2020 08:43,,12,1,-1,1,,,
525,23-09-2020 08:44,,18,1,1,-1,,,
526,23-09-2020 08:45,,12,-1,1,1,,,
527,23-09-2020 08:46,,18,1,-1,1,,,
528,23-09-2020 08:47,,15,1,1,-1,,,
529,23-09-2020 08:48,,17,-1,1,1,,,
530,23-09-2020 08:49,,11,1,-1,1,,,
531,23-09-2020 08:50,,16,1,1,-1,,,
532,23-09-2020 08:51,,17,-1,1,1,,,
533,23-09-2020 08:52,,16,1,-1,1,,,
534,23-09-2020 08:53,,14,1,1,-1,,,
