ID,Timestamp,Car_count,compare_left,compare_opp,compare_right,Train_Prediction,decision,
328,23-09-2020 05:27,7,0,0,-1,9.063709259,,
329,23-09-2020 05:28,9,0,0,0,9.063709259,,
330,23-09-2020 05:29,9,0,0,0,10.96850586,,
331,23-09-2020 05:30,8,-1,-1,0,10.96850586,,
332,23-09-2020 05:31,8,0,-1,-1,10.06002045,,
333,23-09-2020 05:32,9,-1,-1,-1,10.06002045,,
334,23-09-2020 05:33,5,-1,-1,0,10.96850586,,
335,23-09-2020 05:34,8,-1,-1,-1,6.740071297,,
336,23-09-2020 05:35,9,-1,0,-1,10.06002045,,
337,23-09-2020 05:36,5,0,-1,-1,10.96850586,,
338,23-09-2020 05:37,8,-1,-1,0,6.740071297,,
339,23-09-2020 05:38,5,-1,0,0,10.06002045,,
340,23-09-2020 05:39,5,-1,0,-1,6.740071297,,
341,23-09-2020 05:40,9,-1,0,0,6.740071297,,
342,23-09-2020 05:41,5,-1,-1,0,10.96850586,,
343,23-09-2020 05:42,10,0,-1,0,6.740071297,,
344,23-09-2020 05:43,9,0,0,0,11.80497932,,
345,23-09-2020 05:44,10,0,-1,0,10.96850586,,
346,23-09-2020 05:45,5,-1,-1,0,11.80497932,,
347,23-09-2020 05:46,9,-1,-1,-1,6.740071297,,
348,23-09-2020 05:47,6,0,-1,-1,10.96850586,,
349,23-09-2020 05:48,9,-1,0,0,7.962673664,,
350,23-09-2020 05:49,9,0,-1,-1,10.96850586,,
351,23-09-2020 05:50,8,0,0,-1,10.96850586,,
352,23-09-2020 05:51,7,-1,0,0,10.06002045,,
353,23-09-2020 05:52,9,-1,-1,-1,9.063709259,,
354,23-09-2020 05:53,8,-1,0,0,10.96850586,,
355,23-09-2020 05:54,5,-1,0,-1,10.06002045,,
356,23-09-2020 05:55,6,0,0,-1,6.740071297,,
357,23-09-2020 05:56,9,0,-1,-1,7.962673664,,
358,23-09-2020 05:57,10,-1,0,-1,10.96850586,,
359,23-09-2020 05:58,8,0,0,-1,11.80497932,,
360,23-09-2020 05:59,6,0,0,0,10.06002045,,
361,23-09-2020 06:00,8,0,-1,0,7.962673664,,
362,23-09-2020 06:01,5,0,0,-1,10.06002045,,
363,23-09-2020 06:02,5,-1,0,0,6.740071297,,
364,23-09-2020 06:03,6,0,-1,0,6.740071297,,
365,23-09-2020 06:04,8,0,-1,-1,7.962673664,,
366,23-09-2020 06:05,7,-1,-1,0,10.06002045,,
367,23-09-2020 06:06,5,0,0,0,9.063709259,,
368,23-09-2020 06:07,8,0,0,0,6.740071297,,
369,23-09-2020 06:08,9,-1,0,0,10.06002045,,
370,23-09-2020 06:09,8,0,0,0,10.96850586,,
371,23-09-2020 06:10,10,0,-1,0,10.06002045,,
372,23-09-2020 06:11,9,0,0,-1,11.80497932,,
373,23-09-2020 06:12,8,0,-1,-1,10.96850586,,
374,23-09-2020 06:13,12,-1,0,-1,10.06002045,,
375,23-09-2020 06:14,8,0,-1,0,13.31615257,,
376,23-09-2020 06:15,10,-1,0,-1,10.06002045,,
377,23-09-2020 06:16,9,-1,0,0,11.80497932,,
378,23-09-2020 06:17,12,0,0,0,10.96850586,,
379,23-09-2020 06:18,9,0,-1,-1,13.31615257,,
380,23-09-2020 06:19,12,0,0,0,10.96850586,,
381,23-09-2020 06:20,12,0,-1,-1,13.31615257,,
382,23-09-2020 06:21,10,0,-1,0,13.31615257,,
383,23-09-2020 06:22,12,-1,0,-1,11.80497932,,
384,23-09-2020 06:23,12,0,-1,0,13.31615257,,
385,23-09-2020 06:24,10,0,-1,0,13.31615257,,
386,23-09-2020 06:25,10,0,0,-1,11.80497932,,
387,23-09-2020 06:26,9,0,-1,0,11.80497932,,
388,23-09-2020 06:27,12,0,-1,0,10.96850586,,
389,23-09-2020 06:28,11,0,0,0,13.31615257,,
390,23-09-2020 06:29,11,-1,0,-1,12.58351326,,
391,23-09-2020 06:30,8,0,-1,-1,12.58351326,,
392,23-09-2020 06:31,11,-1,0,0,10.06002045,,
393,23-09-2020 06:32,10,0,0,0,12.58351326,,
394,23-09-2020 06:33,11,-1,0,-1,11.80497932,,
395,23-09-2020 06:34,12,0,-1,-1,12.58351326,,
396,23-09-2020 06:35,12,0,0,0,13.31615257,,
397,23-09-2020 06:36,8,0,0,0,13.31615257,,
398,23-09-2020 06:37,12,0,0,-1,10.06002045,,
399,23-09-2020 06:38,11,0,-1,-1,13.31615257,,
400,23-09-2020 06:39,10,-1,-1,0,12.58351326,,
401,23-09-2020 06:40,10,-1,-1,-1,11.80497932,,
402,23-09-2020 06:41,11,-1,0,-1,11.80497932,,
403,23-09-2020 06:42,8,-1,0,0,12.58351326,,
404,23-09-2020 06:43,8,0,0,0,10.06002045,,
405,23-09-2020 06:44,8,-1,-1,0,10.06002045,,
406,23-09-2020 06:45,11,-1,-1,-1,10.06002045,,
407,23-09-2020 06:46,9,0,-1,-1,12.58351326,,
408,23-09-2020 06:47,10,0,0,-1,10.96850586,,
409,23-09-2020 06:48,11,-1,0,0,11.80497932,,
410,23-09-2020 06:49,8,-1,-1,-1,12.58351326,,
411,23-09-2020 06:50,8,-1,-1,0,10.06002045,,
412,23-09-2020 06:51,11,-1,-1,0,10.06002045,,
413,23-09-2020 06:52,12,-1,-1,0,12.58351326,,
414,23-09-2020 06:53,10,-1,0,0,13.31615257,,
415,23-09-2020 06:54,9,0,-1,-1,11.80497932,,
416,23-09-2020 06:55,11,0,-1,-1,10.96850586,,
417,23-09-2020 06:56,10,-1,0,0,12.58351326,,
418,23-09-2020 06:57,8,-1,0,0,11.80497932,,
419,23-09-2020 06:58,10,0,-1,0,10.06002045,,
420,23-09-2020 06:59,9,-1,-1,0,11.80497932,,
421,23-09-2020 07:00,12,-1,0,0,10.96850586,,
422,23-09-2020 07:01,11,-1,0,-1,13.31615257,,
423,23-09-2020 07:02,10,-1,-1,-1,12.58351326,,
424,23-09-2020 07:03,9,0,0,0,11.80497932,,
425,23-09-2020 07:04,8,0,0,-1,10.96850586,,
426,23-09-2020 07:05,10,-1,-1,-1,10.06002045,,
427,23-09-2020 07:06,8,-1,-1,0,11.80497932,,
428,23-09-2020 07:07,9,0,-1,0,10.06002045,,
429,23-09-2020 07:08,12,-1,-1,-1,10.96850586,,
430,23-09-2020 07:09,11,0,-1,0,13.31615257,,
431,23-09-2020 07:10,12,-1,-1,0,12.58351326,,
432,23-09-2020 07:11,8,-1,0,-1,13.31615257,,
433,23-09-2020 07:12,10,-1,-1,-1,10.06002045,,
434,23-09-2020 07:13,8,-1,-1,-1,11.80497932,,
435,23-09-2020 07:14,11,-1,-1,0,10.06002045,,
436,23-09-2020 07:15,12,-1,-1,-1,12.58351326,,
437,23-09-2020 07:16,9,-1,-1,0,13.31615257,,
438,23-09-2020 07:17,10,0,0,0,10.96850586,,
439,23-09-2020 07:18,10,-1,-1,-1,11.80497932,,
440,23-09-2020 07:19,9,-1,-1,0,11.80497932,,
441,23-09-2020 07:20,8,-1,0,0,10.96850586,,
442,23-09-2020 07:21,9,-1,0,-1,10.06002045,,
443,23-09-2020 07:22,9,0,0,0,10.96850586,,
444,23-09-2020 07:23,9,0,-1,0,10.96850586,,
445,23-09-2020 07:24,9,-1,-1,-1,10.96850586,,
446,23-09-2020 07:25,12,-1,-1,0,10.96850586,,
447,23-09-2020 07:26,11,-1,0,0,13.31615257,,
448,23-09-2020 07:27,10,-1,0,-1,12.58351326,,
449,23-09-2020 07:28,9,0,0,0,11.80497932,,
450,23-09-2020 07:29,11,-1,-1,0,10.96850586,,
451,23-09-2020 07:30,8,0,-1,-1,12.58351326,,
452,23-09-2020 07:31,8,0,-1,0,10.06002045,,
453,23-09-2020 07:32,12,0,0,0,10.06002045,,
454,23-09-2020 07:33,11,-1,0,-1,13.31615257,,
455,23-09-2020 07:34,12,0,-1,-1,12.58351326,,
