Timestamp,Car_count
23-09-2020 09:21,10
23-09-2020 09:22,10
23-09-2020 09:23,15
23-09-2020 09:24,18
23-09-2020 09:25,13
23-09-2020 09:26,11
23-09-2020 09:27,13
23-09-2020 09:28,17
23-09-2020 09:29,11
23-09-2020 09:30,12
23-09-2020 09:31,17
23-09-2020 09:32,16
23-09-2020 09:33,17
23-09-2020 09:34,13
23-09-2020 09:35,13
23-09-2020 09:36,16
23-09-2020 09:37,15
23-09-2020 09:38,16
23-09-2020 09:39,12
23-09-2020 09:40,16
23-09-2020 09:41,17
23-09-2020 09:42,15
23-09-2020 09:43,17
23-09-2020 09:44,12
23-09-2020 09:45,11
23-09-2020 09:46,18
23-09-2020 09:47,14
23-09-2020 09:48,13
23-09-2020 09:49,13
23-09-2020 09:50,17
23-09-2020 09:51,17
23-09-2020 09:52,14
23-09-2020 09:53,10
23-09-2020 09:54,13
23-09-2020 09:55,18
23-09-2020 09:56,16
23-09-2020 09:57,16
23-09-2020 09:58,10
23-09-2020 09:59,25
23-09-2020 10:00,13
23-09-2020 10:01,22
23-09-2020 10:02,17
23-09-2020 10:03,21
23-09-2020 10:04,17
23-09-2020 10:05,14
23-09-2020 10:06,12
23-09-2020 10:07,22
23-09-2020 10:08,22
23-09-2020 10:09,11
23-09-2020 10:10,12
23-09-2020 10:11,19
23-09-2020 10:12,20
23-09-2020 10:13,16
23-09-2020 10:14,15
23-09-2020 10:15,12
23-09-2020 10:16,13
23-09-2020 10:17,15
23-09-2020 10:18,23
23-09-2020 10:19,23
23-09-2020 10:20,23
23-09-2020 10:21,19
23-09-2020 10:22,10
23-09-2020 10:23,21
23-09-2020 10:24,16
23-09-2020 10:25,25
23-09-2020 10:26,15
23-09-2020 10:27,22
23-09-2020 10:28,20
23-09-2020 10:29,25
23-09-2020 10:30,19
23-09-2020 10:31,18
23-09-2020 10:32,20
23-09-2020 10:33,20
23-09-2020 10:34,10
23-09-2020 10:35,20
23-09-2020 10:36,21
23-09-2020 10:37,13
23-09-2020 10:38,23
23-09-2020 10:39,13
23-09-2020 10:40,15
23-09-2020 10:41,19
23-09-2020 10:42,22
23-09-2020 10:43,25
23-09-2020 10:44,16
23-09-2020 10:45,21
23-09-2020 10:46,22
23-09-2020 10:47,24
23-09-2020 10:48,19
23-09-2020 10:49,23
23-09-2020 10:50,12
23-09-2020 10:51,22
23-09-2020 10:52,19
23-09-2020 10:53,19
23-09-2020 10:54,18
23-09-2020 10:55,23
23-09-2020 10:56,22
23-09-2020 10:57,21
23-09-2020 10:58,23
23-09-2020 10:59,21
23-09-2020 11:00,20
23-09-2020 11:01,19
23-09-2020 11:02,17
23-09-2020 11:03,23
23-09-2020 11:04,24
23-09-2020 11:05,17
23-09-2020 11:06,15
23-09-2020 11:07,14
23-09-2020 11:08,18
23-09-2020 11:09,25
23-09-2020 11:10,17
23-09-2020 11:11,16
23-09-2020 11:12,13
23-09-2020 11:13,25
23-09-2020 11:14,23
23-09-2020 11:15,19
23-09-2020 11:16,23
23-09-2020 11:17,22
23-09-2020 11:18,18
23-09-2020 11:19,21
23-09-2020 11:20,25
23-09-2020 11:21,22
23-09-2020 11:22,21
23-09-2020 11:23,25
23-09-2020 11:24,11
23-09-2020 11:25,18
23-09-2020 11:26,22
23-09-2020 11:27,15
23-09-2020 11:28,20
23-09-2020 11:29,19
23-09-2020 11:30,19
23-09-2020 11:31,18
23-09-2020 11:32,13
23-09-2020 11:33,25
23-09-2020 11:34,17
23-09-2020 11:35,10
23-09-2020 11:36,13
23-09-2020 11:37,13
23-09-2020 11:38,10
23-09-2020 11:39,13
23-09-2020 11:40,16
23-09-2020 11:41,23
23-09-2020 11:42,16
23-09-2020 11:43,20
23-09-2020 11:44,13
23-09-2020 11:45,17
23-09-2020 11:46,19
23-09-2020 11:47,22
23-09-2020 11:48,21
23-09-2020 11:49,11
23-09-2020 11:50,12
23-09-2020 11:51,21
23-09-2020 11:52,15
23-09-2020 11:53,21
23-09-2020 11:54,14
23-09-2020 11:55,14
23-09-2020 11:56,23
23-09-2020 11:57,25
23-09-2020 11:58,22
23-09-2020 11:59,21
23-09-2020 12:00,19
23-09-2020 12:01,14
23-09-2020 12:02,12
23-09-2020 12:03,19
23-09-2020 12:04,15
23-09-2020 12:05,20
23-09-2020 12:06,22
23-09-2020 12:07,15
23-09-2020 12:08,23
23-09-2020 12:09,18
23-09-2020 12:10,15
23-09-2020 12:11,24
23-09-2020 12:12,11
23-09-2020 12:13,11
23-09-2020 12:14,11
23-09-2020 12:15,12
23-09-2020 12:16,17
23-09-2020 12:17,18
23-09-2020 12:18,10
23-09-2020 12:19,19
23-09-2020 12:20,17
23-09-2020 12:21,13
23-09-2020 12:22,19
23-09-2020 12:23,19
23-09-2020 12:24,17
23-09-2020 12:25,22
23-09-2020 12:26,23
23-09-2020 12:27,25
23-09-2020 12:28,24
23-09-2020 12:29,12
23-09-2020 12:30,17
23-09-2020 12:31,11
23-09-2020 12:32,10
23-09-2020 12:33,15
23-09-2020 12:34,12
23-09-2020 12:35,12
23-09-2020 12:36,18
23-09-2020 12:37,20
23-09-2020 12:38,15
23-09-2020 12:39,16
23-09-2020 12:40,14
23-09-2020 12:41,15
23-09-2020 12:42,20
23-09-2020 12:43,12
23-09-2020 12:44,15
23-09-2020 12:45,15
23-09-2020 12:46,12
23-09-2020 12:47,18
23-09-2020 12:48,13
23-09-2020 12:49,18
23-09-2020 12:50,20
23-09-2020 12:51,17
23-09-2020 12:52,16
23-09-2020 12:53,11
23-09-2020 12:54,19
23-09-2020 12:55,17
23-09-2020 12:56,15
23-09-2020 12:57,16
23-09-2020 12:58,11
23-09-2020 12:59,17
23-09-2020 13:00,16
23-09-2020 13:01,12
23-09-2020 13:02,14
23-09-2020 13:03,14
23-09-2020 13:04,16
23-09-2020 13:05,14
23-09-2020 13:06,13
23-09-2020 13:07,17
23-09-2020 13:08,11
23-09-2020 13:09,16
23-09-2020 13:10,17
23-09-2020 13:11,20
23-09-2020 13:12,10
23-09-2020 13:13,20
23-09-2020 13:14,20
23-09-2020 13:15,14
23-09-2020 13:16,16
23-09-2020 13:17,16
23-09-2020 13:18,20
23-09-2020 13:19,12
23-09-2020 13:20,15
23-09-2020 13:21,17
23-09-2020 13:22,18
23-09-2020 13:23,11
23-09-2020 13:24,18
23-09-2020 13:25,14
23-09-2020 13:26,11
23-09-2020 13:27,18
23-09-2020 13:28,14
23-09-2020 13:29,19
23-09-2020 13:30,12
23-09-2020 13:31,15
23-09-2020 13:32,12
23-09-2020 13:33,14
23-09-2020 13:34,10
23-09-2020 13:35,12
23-09-2020 13:36,11
23-09-2020 13:37,13
23-09-2020 13:38,12
23-09-2020 13:39,16
23-09-2020 13:40,12
23-09-2020 13:41,10
23-09-2020 13:42,10
23-09-2020 13:43,16
23-09-2020 13:44,17
23-09-2020 13:45,11
23-09-2020 13:46,16
23-09-2020 13:47,12
23-09-2020 13:48,10
23-09-2020 13:49,13
23-09-2020 13:50,19
23-09-2020 13:51,19
23-09-2020 13:52,18
23-09-2020 13:53,19
23-09-2020 13:54,13
23-09-2020 13:55,20
23-09-2020 13:56,10
23-09-2020 13:57,12
23-09-2020 13:58,17
23-09-2020 13:59,17
23-09-2020 14:00,20
23-09-2020 14:01,10
23-09-2020 14:02,18
23-09-2020 14:03,12
23-09-2020 14:04,18
23-09-2020 14:05,18
23-09-2020 14:06,15
23-09-2020 14:07,12
23-09-2020 14:08,13
23-09-2020 14:09,15
23-09-2020 14:10,11
23-09-2020 14:11,13
23-09-2020 14:12,10
23-09-2020 14:13,7
23-09-2020 14:14,10
23-09-2020 14:15,9
23-09-2020 14:16,5
23-09-2020 14:17,10
23-09-2020 14:18,9
23-09-2020 14:19,9
23-09-2020 14:20,8
23-09-2020 14:21,9
23-09-2020 14:22,10
23-09-2020 14:23,9
23-09-2020 14:24,6
23-09-2020 14:25,6
23-09-2020 14:26,15
23-09-2020 14:27,6
23-09-2020 14:28,6
23-09-2020 14:29,12
23-09-2020 14:30,11
23-09-2020 14:31,9
23-09-2020 14:32,7
23-09-2020 14:33,7
23-09-2020 14:34,5
23-09-2020 14:35,6
23-09-2020 14:36,6
23-09-2020 14:37,12
23-09-2020 14:38,9
23-09-2020 14:39,12
23-09-2020 14:40,12
23-09-2020 14:41,14
23-09-2020 14:42,8
23-09-2020 14:43,9
23-09-2020 14:44,8
23-09-2020 14:45,12
23-09-2020 14:46,15
23-09-2020 14:47,7
23-09-2020 14:48,14
23-09-2020 14:49,11
23-09-2020 14:50,9
23-09-2020 14:51,11
23-09-2020 14:52,12
23-09-2020 14:53,7
23-09-2020 14:54,11
23-09-2020 14:55,15
23-09-2020 14:56,6
23-09-2020 14:57,10
23-09-2020 14:58,6
23-09-2020 14:59,5
23-09-2020 15:00,5
23-09-2020 15:01,13
23-09-2020 15:02,6
23-09-2020 15:03,8
23-09-2020 15:04,12
23-09-2020 15:05,9
23-09-2020 15:06,8
23-09-2020 15:07,11
23-09-2020 15:08,13
23-09-2020 15:09,7
23-09-2020 15:10,14
23-09-2020 15:11,12
23-09-2020 15:12,7
23-09-2020 15:13,11
23-09-2020 15:14,6
23-09-2020 15:15,10
23-09-2020 15:16,13
23-09-2020 15:17,15
23-09-2020 15:18,10
23-09-2020 15:19,12
23-09-2020 15:20,7
23-09-2020 15:21,10
23-09-2020 15:22,14
23-09-2020 15:23,14
23-09-2020 15:24,8
23-09-2020 15:25,10
23-09-2020 15:26,12
23-09-2020 15:27,8
23-09-2020 15:28,10
23-09-2020 15:29,13
23-09-2020 15:30,6
23-09-2020 15:31,14
23-09-2020 15:32,9
23-09-2020 15:33,14
23-09-2020 15:34,5
23-09-2020 15:35,13
23-09-2020 15:36,6
23-09-2020 15:37,12
23-09-2020 15:38,12
23-09-2020 15:39,15
23-09-2020 15:40,13
23-09-2020 15:41,8
23-09-2020 15:42,9
23-09-2020 15:43,13
23-09-2020 15:44,13
23-09-2020 15:45,14
23-09-2020 15:46,11
23-09-2020 15:47,9
23-09-2020 15:48,5
23-09-2020 15:49,12
23-09-2020 15:50,5
23-09-2020 15:51,6
23-09-2020 15:52,15
23-09-2020 15:53,10
23-09-2020 15:54,15
23-09-2020 15:55,8
23-09-2020 15:56,9
23-09-2020 15:57,8
23-09-2020 15:58,9
23-09-2020 15:59,15
23-09-2020 16:00,7
23-09-2020 16:01,13
23-09-2020 16:02,11
23-09-2020 16:03,7
23-09-2020 16:04,15
23-09-2020 16:05,6
23-09-2020 16:06,10
23-09-2020 16:07,5
23-09-2020 16:08,10
23-09-2020 16:09,8
23-09-2020 16:10,6
23-09-2020 16:11,9
23-09-2020 16:12,8
23-09-2020 16:13,5
23-09-2020 16:14,14
23-09-2020 16:15,9
23-09-2020 16:16,12
23-09-2020 16:17,14
23-09-2020 16:18,9
23-09-2020 16:19,15
23-09-2020 16:20,9
23-09-2020 16:21,14
23-09-2020 16:22,8
23-09-2020 16:23,5
23-09-2020 16:24,7
23-09-2020 16:25,12
23-09-2020 16:26,8
23-09-2020 16:27,5
23-09-2020 16:28,10
23-09-2020 16:29,10
23-09-2020 16:30,9
23-09-2020 16:31,12
23-09-2020 16:32,10
23-09-2020 16:33,13
23-09-2020 16:34,6
23-09-2020 16:35,11
23-09-2020 16:36,13
23-09-2020 16:37,14
23-09-2020 16:38,9
23-09-2020 16:39,15
23-09-2020 16:40,6
23-09-2020 16:41,8
23-09-2020 16:42,11
23-09-2020 16:43,6
23-09-2020 16:44,14
23-09-2020 16:45,15
23-09-2020 16:46,11
23-09-2020 16:47,14
23-09-2020 16:48,11
23-09-2020 16:49,12
23-09-2020 16:50,14
23-09-2020 16:51,15
23-09-2020 16:52,15
23-09-2020 16:53,9
23-09-2020 16:54,13
23-09-2020 16:55,15
23-09-2020 16:56,9
23-09-2020 16:57,15
23-09-2020 16:58,11
23-09-2020 16:59,10
23-09-2020 17:00,5
23-09-2020 17:01,7
23-09-2020 17:02,11
23-09-2020 17:03,6
23-09-2020 17:04,6
23-09-2020 17:05,15
23-09-2020 17:06,6
23-09-2020 17:07,15
23-09-2020 17:08,5
23-09-2020 17:09,17
23-09-2020 17:10,22
23-09-2020 17:11,23
23-09-2020 17:12,19
23-09-2020 17:13,23
23-09-2020 17:14,19
23-09-2020 17:15,18
23-09-2020 17:16,23
23-09-2020 17:17,23
23-09-2020 17:18,22
23-09-2020 17:19,24
23-09-2020 17:20,16
23-09-2020 17:21,25
23-09-2020 17:22,16
23-09-2020 17:23,20
23-09-2020 17:24,24
23-09-2020 17:25,16
23-09-2020 17:26,24
23-09-2020 17:27,19
23-09-2020 17:28,23
23-09-2020 17:29,23
23-09-2020 17:30,23
23-09-2020 17:31,24
23-09-2020 17:32,20
23-09-2020 17:33,24
23-09-2020 17:34,23
23-09-2020 17:35,19
23-09-2020 17:36,18
23-09-2020 17:37,19
23-09-2020 17:38,19
23-09-2020 17:39,23
23-09-2020 17:40,25
23-09-2020 17:41,24
23-09-2020 17:42,18
23-09-2020 17:43,25
23-09-2020 17:44,25
23-09-2020 17:45,18
23-09-2020 17:46,19
23-09-2020 17:47,25
23-09-2020 17:48,22
23-09-2020 17:49,21
23-09-2020 17:50,15
23-09-2020 17:51,20
23-09-2020 17:52,20
23-09-2020 17:53,16
23-09-2020 17:54,25
