ID,Date,Timestamp,Day_of_week,Car_count,compare_left,compare_opp,compare_right,predicted_count,decision,
135,2020-09-23,2.15,0,7,1,1,-1,,,
136,2020-09-23,2.16,0,7,-1,1,1,,,
137,2020-09-23,2.17,0,7,1,-1,1,,,
138,2020-09-23,2.18,0,8,1,1,-1,,,
139,2020-09-23,2.19,0,8,-1,1,1,,,
140,2020-09-23,2.2,0,6,1,-1,1,,,
141,2020-09-23,2.21,0,6,1,1,-1,,,
142,2020-09-23,2.22,0,4,-1,1,1,,,
143,2020-09-23,2.23,0,4,1,-1,1,,,
144,2020-09-23,2.24,0,4,1,1,-1,,,
145,2020-09-23,2.25,0,4,-1,1,1,,,
146,2020-09-23,2.26,0,4,1,-1,1,,,
147,2020-09-23,2.27,0,5,1,1,-1,,,
148,2020-09-23,2.28,0,5,-1,1,1,,,
149,2020-09-23,2.29,0,3,1,-1,1,,,
150,2020-09-23,2.3,0,3,1,1,-1,,,
151,2020-09-23,2.31,0,3,-1,1,1,,,
152,2020-09-23,2.32,0,3,1,-1,1,,,
153,2020-09-23,2.33,0,2,1,1,-1,,,
154,2020-09-23,2.34,0,2,-1,1,1,,,
155,2020-09-23,2.35,0,2,1,-1,1,,,
156,2020-09-23,2.36,0,2,1,1,-1,,,
157,2020-09-23,2.37,0,5,-1,1,1,,,
158,2020-09-23,2.38,0,5,1,-1,1,,,
159,2020-09-23,2.39,0,5,1,1,-1,,,
160,2020-09-23,2.4,0,6,-1,1,1,,,
161,2020-09-23,2.41,0,6,1,-1,1,,,
162,2020-09-23,2.42,0,6,1,1,-1,,,
163,2020-09-23,2.43,0,7,-1,1,1,,,
164,2020-09-23,2.44,0,5,1,-1,1,,,
165,2020-09-23,2.45,0,5,1,1,-1,,,
166,2020-09-23,2.46,0,5,-1,1,1,,,
167,2020-09-23,2.47,0,5,1,-1,1,,,
168,2020-09-23,2.48,0,4,1,1,-1,,,
169,2020-09-23,2.49,0,4,-1,1,1,,,
170,2020-09-23,2.5,0,3,1,-1,1,,,
171,2020-09-23,2.51,0,3,1,1,-1,,,
172,2020-09-23,2.52,0,3,-1,1,1,,,
173,2020-09-23,2.53,0,3,1,-1,1,,,
174,2020-09-23,2.54,0,3,1,1,-1,,,
175,2020-09-23,2.55,0,6,-1,1,1,,,
176,2020-09-23,2.56,0,6,1,-1,1,,,
177,2020-09-23,2.57,0,6,1,1,-1,,,
178,2020-09-23,2.58,0,6,-1,1,1,,,
179,2020-09-23,2.59,0,6,1,-1,1,,,
180,2020-09-23,3,0,6,1,1,-1,,,
181,2020-09-23,3.01,0,2,-1,1,1,,,
182,2020-09-23,3.02,0,2,1,-1,1,,,
183,2020-09-23,3.03,0,2,1,1,-1,,,
184,2020-09-23,3.04,0,3,-1,1,1,,,
185,2020-09-23,3.05,0,3,1,-1,1,,,
186,2020-09-23,3.06,0,3,1,1,-1,,,
187,2020-09-23,3.07,0,3,-1,1,1,,,
188,2020-09-23,3.08,0,3,1,-1,1,,,
189,2020-09-23,3.09,0,5,1,1,-1,,,
190,2020-09-23,3.1,0,5,-1,1,1,,,
191,2020-09-23,3.11,0,5,1,-1,1,,,
192,2020-09-23,3.12,0,5,1,1,-1,,,
193,2020-09-23,3.13,0,5,-1,1,1,,,
194,2020-09-23,3.14,0,6,1,-1,1,,,
195,2020-09-23,3.15,0,7,1,1,-1,,,
196,2020-09-23,3.16,0,7,-1,1,1,,,
197,2020-09-23,3.17,0,7,1,-1,1,,,
198,2020-09-23,3.18,0,8,1,1,-1,,,
199,2020-09-23,3.19,0,8,-1,1,1,,,
200,2020-09-23,3.2,0,6,1,-1,1,,,
201,2020-09-23,3.21,0,6,1,1,-1,,,
202,2020-09-23,3.22,0,4,-1,1,1,,,
203,2020-09-23,3.23,0,4,1,-1,1,,,
204,2020-09-23,3.24,0,4,1,1,-1,,,
205,2020-09-23,3.25,0,4,-1,1,1,,,
206,2020-09-23,3.26,0,4,1,-1,1,,,
207,2020-09-23,3.27,0,5,1,1,-1,,,
208,2020-09-23,3.28,0,5,-1,1,1,,,
209,2020-09-23,3.29,0,3,1,-1,1,,,
210,2020-09-23,3.3,0,3,1,1,-1,,,
211,2020-09-23,3.31,0,3,-1,1,1,,,
212,2020-09-23,3.32,0,3,1,-1,1,,,
213,2020-09-23,3.33,0,2,1,1,-1,,,
214,2020-09-23,3.34,0,2,-1,1,1,,,
215,2020-09-23,3.35,0,2,1,-1,1,,,
216,2020-09-23,3.36,0,2,1,1,-1,,,
217,2020-09-23,3.37,0,5,-1,1,1,,,
218,2020-09-23,3.38,0,5,1,-1,1,,,
219,2020-09-23,3.39,0,5,1,1,-1,,,
220,2020-09-23,3.4,0,6,-1,1,1,,,
221,2020-09-23,3.41,0,6,1,-1,1,,,
222,2020-09-23,3.42,0,6,1,1,-1,,,
223,2020-09-23,3.43,0,7,-1,1,1,,,
224,2020-09-23,3.44,0,5,1,-1,1,,,
225,2020-09-23,3.45,0,5,1,1,-1,,,
226,2020-09-23,3.46,0,5,-1,1,1,,,
227,2020-09-23,3.47,0,5,1,-1,1,,,
228,2020-09-23,3.48,0,4,1,1,-1,,,
229,2020-09-23,3.49,0,4,-1,1,1,,,
230,2020-09-23,3.5,0,3,1,-1,1,,,
231,2020-09-23,3.51,0,3,1,1,-1,,,
232,2020-09-23,3.52,0,3,-1,1,1,,,
233,2020-09-23,3.53,0,3,1,-1,1,,,
234,2020-09-23,3.54,0,3,1,1,-1,,,
235,2020-09-23,3.55,0,6,-1,1,1,,,
236,2020-09-23,3.56,0,6,1,-1,1,,,
237,2020-09-23,3.57,0,6,1,1,-1,,,
238,2020-09-23,3.58,0,6,-1,1,1,,,
239,2020-09-23,3.59,0,6,1,-1,1,,,
240,2020-09-23,4,0,6,1,1,-1,,,
241,2020-09-23,4.01,0,2,-1,1,1,,,
242,2020-09-23,4.02,0,2,1,-1,1,,,
243,2020-09-23,4.03,0,2,1,1,-1,,,
244,2020-09-23,4.04,0,3,-1,1,1,,,
245,2020-09-23,4.05,0,3,1,-1,1,,,
246,2020-09-23,4.06,0,3,1,1,-1,,,
247,2020-09-23,4.07,0,3,-1,1,1,,,
248,2020-09-23,4.08,0,3,1,-1,1,,,
249,2020-09-23,4.09,0,5,1,1,-1,,,
250,2020-09-23,4.1,0,5,-1,1,1,,,
251,2020-09-23,4.11,0,5,1,-1,1,,,
252,2020-09-23,4.12,0,5,1,1,-1,,,
253,2020-09-23,4.13,0,5,-1,1,1,,,
254,2020-09-23,4.14,0,6,1,-1,1,,,
255,2020-09-23,4.15,0,7,1,1,-1,,,
256,2020-09-23,4.16,0,7,-1,1,1,,,
257,2020-09-23,4.17,0,7,1,-1,1,,,
258,2020-09-23,4.18,0,8,1,1,-1,,,
259,2020-09-23,4.19,0,8,-1,1,1,,,
260,2020-09-23,4.2,0,6,1,-1,1,,,
261,2020-09-23,4.21,0,6,1,1,-1,,,
262,2020-09-23,4.22,0,4,-1,1,1,,,
263,2020-09-23,4.23,0,4,1,-1,1,,,
264,2020-09-23,4.24,0,4,1,1,-1,,,
265,2020-09-23,4.25,0,4,-1,1,1,,,
266,2020-09-23,4.26,0,4,1,-1,1,,,
267,2020-09-23,4.27,0,5,1,1,-1,,,
268,2020-09-23,4.28,0,5,-1,1,1,,,
269,2020-09-23,4.29,0,3,1,-1,1,,,
270,2020-09-23,4.3,0,3,1,1,-1,,,
271,2020-09-23,4.31,0,3,-1,1,1,,,
272,2020-09-23,4.32,0,3,1,-1,1,,,
273,2020-09-23,4.33,0,2,1,1,-1,,,
274,2020-09-23,4.34,0,2,-1,1,1,,,
275,2020-09-23,4.35,0,2,1,-1,1,,,
276,2020-09-23,4.36,0,2,1,1,-1,,,
277,2020-09-23,4.37,0,5,-1,1,1,,,
278,2020-09-23,4.38,0,5,1,-1,1,,,
279,2020-09-23,4.39,0,5,1,1,-1,,,
280,2020-09-23,4.4,0,6,-1,1,1,,,
281,2020-09-23,4.41,0,6,1,-1,1,,,
282,2020-09-23,4.42,0,6,1,1,-1,,,
283,2020-09-23,4.43,0,7,-1,1,1,,,
284,2020-09-23,4.44,0,5,1,-1,1,,,
285,2020-09-23,4.45,0,5,1,1,-1,,,
286,2020-09-23,4.46,0,5,-1,1,1,,,
287,2020-09-23,4.47,0,5,1,-1,1,,,
288,2020-09-23,4.48,0,4,1,1,-1,,,
289,2020-09-23,4.49,0,4,-1,1,1,,,
290,2020-09-23,4.5,0,3,1,-1,1,,,
291,2020-09-23,4.51,0,3,1,1,-1,,,
292,2020-09-23,4.52,0,3,-1,1,1,,,
293,2020-09-23,4.53,0,3,1,-1,1,,,
294,2020-09-23,4.54,0,3,1,1,-1,,,
295,2020-09-23,4.55,0,6,-1,1,1,,,
296,2020-09-23,4.56,0,6,1,-1,1,,,
297,2020-09-23,4.57,0,6,1,1,-1,,,
298,2020-09-23,4.58,0,6,-1,1,1,,,
299,2020-09-23,4.59,0,6,1,-1,1,,,
300,2020-09-23,5,0,7,1,1,-1,,,
301,2020-09-23,5.01,0,7,-1,1,1,,,
302,2020-09-23,5.02,0,7,1,-1,1,,,
303,2020-09-23,5.03,0,7,1,1,-1,,,
304,2020-09-23,5.04,0,8,-1,1,1,,,
305,2020-09-23,5.05,0,8,1,-1,1,,,
306,2020-09-23,5.06,0,8,1,1,-1,,,
307,2020-09-23,5.07,0,9,-1,1,1,,,
308,2020-09-23,5.08,0,9,1,-1,1,,,
309,2020-09-23,5.09,0,9,1,1,-1,,,
310,2020-09-23,5.1,0,6,-1,1,1,,,
311,2020-09-23,5.11,0,8,1,-1,1,,,
312,2020-09-23,5.12,0,8,1,1,-1,,,
313,2020-09-23,5.13,0,10,-1,1,1,,,
314,2020-09-23,5.14,0,5,1,-1,1,,,
315,2020-09-23,5.15,0,10,1,1,-1,,,
316,2020-09-23,5.16,0,7,-1,1,1,,,
317,2020-09-23,5.17,0,8,1,-1,1,,,
318,2020-09-23,5.18,0,7,1,1,-1,,,
319,2020-09-23,5.19,0,8,-1,1,1,,,
320,2020-09-23,5.2,0,5,1,-1,1,,,
321,2020-09-23,5.21,0,6,1,1,-1,,,
322,2020-09-23,5.22,0,6,-1,1,1,,,
323,2020-09-23,5.23,0,9,1,-1,1,,,
324,2020-09-23,5.24,0,7,1,1,-1,,,
325,2020-09-23,5.25,0,9,-1,1,1,,,
326,2020-09-23,5.26,0,6,1,-1,1,,,
327,2020-09-23,5.27,0,10,1,1,-1,,,
328,2020-09-23,5.28,0,10,-1,1,1,,,
329,2020-09-23,5.29,0,9,1,-1,1,,,
330,2020-09-23,5.3,0,8,1,1,-1,,,
331,2020-09-23,5.31,0,5,-1,1,1,,,
332,2020-09-23,5.32,0,8,1,-1,1,,,
333,2020-09-23,5.33,0,5,1,1,-1,,,
334,2020-09-23,5.34,0,10,-1,1,1,,,
335,2020-09-23,5.35,0,10,1,-1,1,,,
336,2020-09-23,5.36,0,10,1,1,-1,,,
337,2020-09-23,5.37,0,9,-1,1,1,,,
338,2020-09-23,5.38,0,9,1,-1,1,,,
339,2020-09-23,5.39,0,8,1,1,-1,,,
340,2020-09-23,5.4,0,9,-1,1,1,,,
341,2020-09-23,5.41,0,10,1,-1,1,,,
342,2020-09-23,5.42,0,5,1,1,-1,,,
343,2020-09-23,5.43,0,9,-1,1,1,,,
344,2020-09-23,5.44,0,6,1,-1,1,,,
345,2020-09-23,5.45,0,10,1,1,-1,,,
346,2020-09-23,5.46,0,10,-1,1,1,,,
347,2020-09-23,5.47,0,7,1,-1,1,,,
348,2020-09-23,5.48,0,10,1,1,-1,,,
349,2020-09-23,5.49,0,5,-1,1,1,,,
350,2020-09-23,5.5,0,9,1,-1,1,,,
351,2020-09-23,5.51,0,8,1,1,-1,,,
352,2020-09-23,5.52,0,7,-1,1,1,,,
353,2020-09-23,5.53,0,6,1,-1,1,,,
354,2020-09-23,5.54,0,7,1,1,-1,,,
355,2020-09-23,5.55,0,8,-1,1,1,,,
356,2020-09-23,5.56,0,9,1,-1,1,,,
357,2020-09-23,5.57,0,5,1,1,-1,,,
358,2020-09-23,5.58,0,8,-1,1,1,,,
359,2020-09-23,5.59,0,7,1,-1,1,,,
360,2020-09-23,6,0,8,1,1,-1,,,
361,2020-09-23,6.01,0,6,-1,1,1,,,
362,2020-09-23,6.02,0,6,1,-1,1,,,
363,2020-09-23,6.03,0,10,1,1,-1,,,
364,2020-09-23,6.04,0,7,-1,1,1,,,
365,2020-09-23,6.05,0,7,1,-1,1,,,
366,2020-09-23,6.06,0,5,1,1,-1,,,
367,2020-09-23,6.07,0,8,-1,1,1,,,
368,2020-09-23,6.08,0,7,1,-1,1,,,
369,2020-09-23,6.09,0,10,1,1,-1,,,
370,2020-09-23,6.1,0,5,-1,1,1,,,
371,2020-09-23,6.11,0,9,1,-1,1,,,
372,2020-09-23,6.12,0,8,1,1,-1,,,
373,2020-09-23,6.13,0,8,-1,1,1,,,
374,2020-09-23,6.14,0,12,1,-1,1,,,
375,2020-09-23,6.15,0,10,1,1,-1,,,
376,2020-09-23,6.16,0,12,-1,1,1,,,
377,2020-09-23,6.17,0,10,1,-1,1,,,
378,2020-09-23,6.18,0,9,1,1,-1,,,
379,2020-09-23,6.19,0,11,-1,1,1,,,
380,2020-09-23,6.2,0,12,1,-1,1,,,
381,2020-09-23,6.21,0,8,1,1,-1,,,
382,2020-09-23,6.22,0,10,-1,1,1,,,
383,2020-09-23,6.23,0,9,1,-1,1,,,
384,2020-09-23,6.24,0,8,1,1,-1,,,
385,2020-09-23,6.25,0,12,-1,1,1,,,
386,2020-09-23,6.26,0,11,1,-1,1,,,
387,2020-09-23,6.27,0,8,1,1,-1,,,
388,2020-09-23,6.28,0,10,-1,1,1,,,
389,2020-09-23,6.29,0,8,1,-1,1,,,
390,2020-09-23,6.3,0,8,1,1,-1,,,
391,2020-09-23,6.31,0,8,-1,1,1,,,
392,2020-09-23,6.32,0,10,1,-1,1,,,
393,2020-09-23,6.33,0,8,1,1,-1,,,
394,2020-09-23,6.34,0,11,-1,1,1,,,
395,2020-09-23,6.35,0,10,1,-1,1,,,
396,2020-09-23,6.36,0,10,1,1,-1,,,
397,2020-09-23,6.37,0,8,-1,1,1,,,
398,2020-09-23,6.38,0,12,1,-1,1,,,
399,2020-09-23,6.39,0,11,1,1,-1,,,
400,2020-09-23,6.4,0,9,-1,1,1,,,
401,2020-09-23,6.41,0,9,1,-1,1,,,
402,2020-09-23,6.42,0,12,1,1,-1,,,
403,2020-09-23,6.43,0,9,-1,1,1,,,
404,2020-09-23,6.44,0,8,1,-1,1,,,
405,2020-09-23,6.45,0,8,1,1,-1,,,
406,2020-09-23,6.46,0,11,-1,1,1,,,
407,2020-09-23,6.47,0,8,1,-1,1,,,
408,2020-09-23,6.48,0,9,1,1,-1,,,
409,2020-09-23,6.49,0,8,-1,1,1,,,
410,2020-09-23,6.5,0,9,1,-1,1,,,
411,2020-09-23,6.51,0,10,1,1,-1,,,
412,2020-09-23,6.52,0,12,-1,1,1,,,
413,2020-09-23,6.53,0,10,1,-1,1,,,
414,2020-09-23,6.54,0,11,1,1,-1,,,
415,2020-09-23,6.55,0,12,-1,1,1,,,
416,2020-09-23,6.56,0,11,1,-1,1,,,
417,2020-09-23,6.57,0,12,1,1,-1,,,
418,2020-09-23,6.58,0,11,-1,1,1,,,
419,2020-09-23,6.59,0,10,1,-1,1,,,
420,2020-09-23,7,0,9,1,1,-1,,,
421,2020-09-23,7.01,0,10,-1,1,1,,,
422,2020-09-23,7.02,0,10,1,-1,1,,,
423,2020-09-23,7.03,0,10,1,1,-1,,,
424,2020-09-23,7.04,0,11,-1,1,1,,,
425,2020-09-23,7.05,0,9,1,-1,1,,,
426,2020-09-23,7.06,0,12,1,1,-1,,,
427,2020-09-23,7.07,0,8,-1,1,1,,,
428,2020-09-23,7.08,0,11,1,-1,1,,,
429,2020-09-23,7.09,0,11,1,1,-1,,,
430,2020-09-23,7.1,0,11,-1,1,1,,,
431,2020-09-23,7.11,0,9,1,-1,1,,,
432,2020-09-23,7.12,0,12,1,1,-1,,,
433,2020-09-23,7.13,0,9,-1,1,1,,,
434,2020-09-23,7.14,0,8,1,-1,1,,,
435,2020-09-23,7.15,0,8,1,1,-1,,,
436,2020-09-23,7.16,0,11,-1,1,1,,,
437,2020-09-23,7.17,0,10,1,-1,1,,,
438,2020-09-23,7.18,0,8,1,1,-1,,,
439,2020-09-23,7.19,0,11,-1,1,1,,,
440,2020-09-23,7.2,0,10,1,-1,1,,,
441,2020-09-23,7.21,0,11,1,1,-1,,,
442,2020-09-23,7.22,0,9,-1,1,1,,,
443,2020-09-23,7.23,0,9,1,-1,1,,,
444,2020-09-23,7.24,0,10,1,1,-1,,,
445,2020-09-23,7.25,0,12,-1,1,1,,,
446,2020-09-23,7.26,0,8,1,-1,1,,,
447,2020-09-23,7.27,0,10,1,1,-1,,,
448,2020-09-23,7.28,0,9,-1,1,1,,,
449,2020-09-23,7.29,0,8,1,-1,1,,,
450,2020-09-23,7.3,0,10,1,1,-1,,,
451,2020-09-23,7.31,0,10,-1,1,1,,,
452,2020-09-23,7.32,0,10,1,-1,1,,,
453,2020-09-23,7.33,0,12,1,1,-1,,,
454,2020-09-23,7.34,0,10,-1,1,1,,,
455,2020-09-23,7.35,0,12,1,-1,1,,,
456,2020-09-23,7.36,0,8,1,1,-1,,,
457,2020-09-23,7.37,0,10,-1,1,1,,,
458,2020-09-23,7.38,0,10,1,-1,1,,,
459,2020-09-23,7.39,0,9,1,1,-1,,,
460,2020-09-23,7.4,0,10,-1,1,1,,,
461,2020-09-23,7.41,0,10,1,-1,1,,,
462,2020-09-23,7.42,0,12,1,1,-1,,,
463,2020-09-23,7.43,0,10,-1,1,1,,,
464,2020-09-23,7.44,0,12,1,-1,1,,,
465,2020-09-23,7.45,0,10,1,1,-1,,,
466,2020-09-23,7.46,0,8,-1,1,1,,,
467,2020-09-23,7.47,0,8,1,-1,1,,,
468,2020-09-23,7.48,0,9,1,1,-1,,,
469,2020-09-23,7.49,0,10,-1,1,1,,,
470,2020-09-23,7.5,0,8,1,-1,1,,,
471,2020-09-23,7.51,0,10,1,1,-1,,,
472,2020-09-23,7.52,0,12,-1,1,1,,,
473,2020-09-23,7.53,0,9,1,-1,1,,,
474,2020-09-23,7.54,0,12,1,1,-1,,,
475,2020-09-23,7.55,0,11,-1,1,1,,,
476,2020-09-23,7.56,0,12,1,-1,1,,,
477,2020-09-23,7.57,0,12,1,1,-1,,,
478,2020-09-23,7.58,0,8,-1,1,1,,,
479,2020-09-23,7.59,0,9,1,-1,1,,,
480,2020-09-23,8,0,13,1,1,-1,,,
481,2020-09-23,8.01,0,13,-1,1,1,,,
482,2020-09-23,8.02,0,14,1,-1,1,,,
483,2020-09-23,8.03,0,14,1,1,-1,,,
484,2020-09-23,8.04,0,15,-1,1,1,,,
485,2020-09-23,8.05,0,11,1,-1,1,,,
486,2020-09-23,8.06,0,13,1,1,-1,,,
487,2020-09-23,8.07,0,12,-1,1,1,,,
488,2020-09-23,8.08,0,16,1,-1,1,,,
489,2020-09-23,8.09,0,11,1,1,-1,,,
490,2020-09-23,8.1,0,18,-1,1,1,,,
491,2020-09-23,8.11,0,18,1,-1,1,,,
492,2020-09-23,8.12,0,13,1,1,-1,,,
493,2020-09-23,8.13,0,10,-1,1,1,,,
494,2020-09-23,8.14,0,10,1,-1,1,,,
495,2020-09-23,8.15,0,16,1,1,-1,,,
496,2020-09-23,8.16,0,18,-1,1,1,,,
497,2020-09-23,8.17,0,16,1,-1,1,,,
498,2020-09-23,8.18,0,13,1,1,-1,,,
499,2020-09-23,8.19,0,14,-1,1,1,,,
500,2020-09-23,8.2,0,15,1,-1,1,,,
501,2020-09-23,8.21,0,14,1,1,-1,,,
502,2020-09-23,8.22,0,16,-1,1,1,,,
503,2020-09-23,8.23,0,18,1,-1,1,,,
504,2020-09-23,8.24,0,16,1,1,-1,,,
505,2020-09-23,8.25,0,11,-1,1,1,,,
506,2020-09-23,8.26,0,10,1,-1,1,,,
507,2020-09-23,8.27,0,12,1,1,-1,,,
508,2020-09-23,8.28,0,11,-1,1,1,,,
509,2020-09-23,8.29,0,16,1,-1,1,,,
510,2020-09-23,8.3,0,15,1,1,-1,,,
511,2020-09-23,8.31,0,16,-1,1,1,,,
512,2020-09-23,8.32,0,12,1,-1,1,,,
513,2020-09-23,8.33,0,12,1,1,-1,,,
514,2020-09-23,8.34,0,11,-1,1,1,,,
